Solution_ID,A_NE_Distance,E_NE_Distance,Feasible
0,0.24800012374031544,0.2537279206352242,True
1,0.2478990261138359,0.2534863938016909,True
2,0.24800012374031544,0.2537279206352242,True
3,0.2478990261138359,0.2534863938016909,True
4,0.24800012374031544,0.2537279206352242,True
5,0.24800012374031544,0.2537279206352242,True
6,0.24800012374031544,0.2537279206352242,True
7,0.24800012374031544,0.2537279206352242,True
8,0.24800012374031544,0.2537279206352242,True
9,0.24800012374031544,0.2537279206352242,True
10,0.24800012374031544,0.2537279206352242,True
11,0.24800012374031544,0.2537279206352242,True
12,0.24800012374031544,0.2537279206352242,True
13,0.24800012374031544,0.2537279206352242,True
14,0.24800012374031544,0.2537279206352242,True
15,0.24800012374031544,0.2537279206352242,True
16,0.24800012374031544,0.2537279206352242,True
17,0.24800012374031544,0.2537279206352242,True
18,0.24800012374031544,0.2537279206352242,True
19,0.24800012374031544,0.2537279206352242,True
20,0.24800012374031544,0.2537279206352242,True
21,0.24800012374031544,0.2537279206352242,True
22,0.24800012374031544,0.2537279206352242,True
23,0.24800012374031544,0.2537279206352242,True
24,0.24800012374031544,0.2537279206352242,True
25,0.24800012374031544,0.2537279206352242,True
26,0.24800012374031544,0.2537279206352242,True
27,0.24800012374031544,0.2537279206352242,True
28,0.24800012374031544,0.2537279206352242,True
29,0.24800012374031544,0.2537279206352242,True
30,0.24800012374031544,0.2537279206352242,True
31,0.24800012374031544,0.2537279206352242,True
32,0.24800012374031544,0.2537279206352242,True
33,0.24800012374031544,0.2537279206352242,True
34,0.24800012374031544,0.2537279206352242,True
35,0.24800012374031544,0.2537279206352242,True
36,0.24800012374031544,0.2537279206352242,True
37,0.24800012374031544,0.2537279206352242,True
38,0.24800012374031544,0.2537279206352242,True
39,0.24800012374031544,0.2537279206352242,True
40,0.24800012374031544,0.2537279206352242,True
41,0.24800012374031544,0.2537279206352242,True
42,0.24800012374031544,0.2537279206352242,True
43,0.24800012374031544,0.2537279206352242,True
44,0.24800012374031544,0.2537279206352242,True
45,0.24800012374031544,0.2537279206352242,True
46,0.24800012374031544,0.2537279206352242,True
47,0.24800012374031544,0.2537279206352242,True
48,0.24800012374031544,0.2537279206352242,True
49,0.24800012374031544,0.2537279206352242,True
50,0.24800012374031544,0.2537279206352242,True
51,0.24800012374031544,0.2537279206352242,True
52,0.24800012374031544,0.2537279206352242,True
53,0.24800012374031544,0.2537279206352242,True
54,0.24800012374031544,0.2537279206352242,True
55,0.24800012374031544,0.2537279206352242,True
56,0.24800012374031544,0.2537279206352242,True
57,0.24800012374031544,0.2537279206352242,True
58,0.24800012374031544,0.2537279206352242,True
59,0.24800012374031544,0.2537279206352242,True
60,0.24800012374031544,0.2537279206352242,True
61,0.24800012374031544,0.2537279206352242,True
62,0.24800012374031544,0.2537279206352242,True
63,0.24800012374031544,0.2537279206352242,True
64,0.24800012374031544,0.2537279206352242,True
65,0.24800012374031544,0.2537279206352242,True
66,0.24800012374031544,0.2537279206352242,True
67,0.24800012374031544,0.2537279206352242,True
68,0.24800012374031544,0.2537279206352242,True
69,0.24800012374031544,0.2537279206352242,True
70,0.24800012374031544,0.2537279206352242,True
71,0.24800012374031544,0.2537279206352242,True
72,0.24800012374031544,0.2537279206352242,True
73,0.24800012374031544,0.2537279206352242,True
74,0.24800012374031544,0.2537279206352242,True
75,0.24800012374031544,0.2537279206352242,True
76,0.24800012374031544,0.2537279206352242,True
77,0.24800012374031544,0.2537279206352242,True
78,0.24800012374031544,0.2537279206352242,True
79,0.24800012374031544,0.2537279206352242,True
80,0.2478990261138359,0.2534863938016909,True
81,0.24800012374031544,0.2537279206352242,True
82,0.24800012374031544,0.2537279206352242,True
83,0.24800012374031544,0.2537279206352242,True
84,0.24800012374031544,0.2537279206352242,True
85,0.24800012374031544,0.2537279206352242,True
86,0.24800012374031544,0.2537279206352242,True
87,0.24800012374031544,0.2537279206352242,True
88,0.24800012374031544,0.2537279206352242,True
89,0.24800012374031544,0.2537279206352242,True
90,0.24800012374031544,0.2537279206352242,True
91,0.24800012374031544,0.2537279206352242,True
92,0.24800012374031544,0.2537279206352242,True
93,0.24800012374031544,0.2537279206352242,True
94,0.24800012374031544,0.2537279206352242,True
95,0.24800012374031544,0.2537279206352242,True
96,0.24800012374031544,0.2537279206352242,True
97,0.24800012374031544,0.2537279206352242,True
98,0.24800012374031544,0.2537279206352242,True
99,0.24800012374031544,0.2537279206352242,True
